date,geo,pair,assignment,response,cost
2024-04-01,563,21,1,0.0,0.0
2024-04-01,564,29,2,0.0,0.0
2024-04-01,565,30,2,0.0,0.0
2024-04-01,566,22,1,0.0,0.0
2024-04-01,567,31,2,0.0,0.0
2024-04-01,569,23,1,0.0,0.0
2024-04-01,570,32,2,0.0,0.0
2024-04-01,571,24,1,6.0,26.47384715
2024-04-01,573,25,1,0.0,0.0
2024-04-01,574,33,2,0.0,0.0
2024-04-01,575,34,2,0.0,0.0
2024-04-01,576,35,2,0.0,0.0
2024-04-01,577,36,2,0.0,0.0
2024-04-01,581,26,1,0.0,0.0
2024-04-01,582,27,1,0.0,0.0
2024-04-01,583,37,2,0.0,0.0
2024-04-01,584,28,1,0.0,0.0
2024-04-01,588,29,1,0.0,0.0
2024-04-01,592,38,2,0.0,0.0
2024-04-01,596,30,1,0.0,0.0
2024-04-01,597,39,2,0.0,0.0
2024-04-01,598,40,2,0.0,0.0
2024-04-01,600,31,1,0.0,0.0
2024-04-01,603,41,2,0.0,0.0
2024-04-01,604,42,2,0.0,0.0
2024-04-01,605,43,2,0.0,0.0
2024-04-01,606,44,2,0.0,0.0
2024-04-01,609,45,2,0.0,0.0
2024-04-01,610,32,1,0.0,0.0
2024-04-01,611,46,2,0.0,0.0
2024-04-01,612,47,2,0.0,0.0
2024-04-01,616,33,1,0.0,0.0
2024-04-01,617,48,2,0.0,0.0
2024-04-01,619,34,1,0.0,0.0
2024-04-01,622,49,2,0.0,0.0
2024-04-01,624,50,2,0.0,0.0
2024-04-01,625,35,1,0.0,0.0
2024-04-01,626,36,1,0.0,0.0
2024-04-01,627,51,2,0.0,0.0
2024-04-01,628,37,1,1.0,2.7338092300000003
2024-04-01,630,38,1,4.0,7.729999999999999
2024-04-01,631,39,1,0.0,0.0
2024-04-01,632,52,2,0.0,0.0
2024-04-01,633,40,1,0.0,0.0
2024-04-01,634,41,1,0.0,0.0
2024-04-01,636,53,2,0.0,0.0
2024-04-01,637,42,1,0.0,0.0
2024-04-01,638,54,2,0.0,0.0
2024-04-01,639,55,2,0.0,0.0
2024-04-01,640,56,2,0.0,0.0
2024-04-01,641,43,1,0.0,0.0
2024-04-01,642,44,1,0.0,0.0
2024-04-01,643,57,2,0.0,0.0
2024-04-01,644,45,1,0.0,0.0
2024-04-01,647,58,2,0.0,0.0
2024-04-01,648,46,1,0.0,0.0
2024-04-01,649,59,2,0.0,0.0
2024-04-01,650,47,1,0.0,0.0
2024-04-01,651,60,2,0.0,0.0
2024-04-01,652,61,2,0.0,0.0
2024-04-01,656,48,1,3.0,5.6975553
2024-04-01,657,49,1,0.0,0.0
2024-04-01,658,62,2,0.0,0.0
2024-04-01,659,63,2,0.0,0.0
2024-04-01,661,64,2,0.0,0.0
2024-04-01,662,50,1,0.0,0.0
2024-04-01,669,51,1,0.0,0.0
2024-04-01,670,65,2,1.0,7.53332982
2024-04-01,671,52,1,0.0,0.0
2024-04-01,673,53,1,0.0,0.0
2024-04-01,675,66,2,0.0,0.0
2024-04-01,676,54,1,0.0,0.0
2024-04-01,678,55,1,0.0,0.0
2024-04-01,679,67,2,0.0,0.0
2024-04-01,682,68,2,0.0,0.0
2024-04-01,686,56,1,1.0,1.0826
2024-04-01,687,57,1,0.0,0.0
2024-04-01,691,58,1,0.0,0.0
2024-04-01,692,59,1,0.0,0.0
2024-04-01,693,69,2,3.0,12.64098425
2024-04-01,698,70,2,0.0,0.0
2024-04-01,702,71,2,0.0,0.0
2024-04-01,705,60,1,0.0,0.0
2024-04-01,709,61,1,0.0,0.0
2024-04-01,710,72,2,0.0,0.0
2024-04-01,711,73,2,0.0,0.0
2024-04-01,716,62,1,0.0,0.0
2024-04-01,717,74,2,0.0,0.0
2024-04-01,718,63,1,0.0,0.0
2024-04-01,722,75,2,0.0,0.0
2024-04-01,724,64,1,0.0,0.0
2024-04-01,725,65,1,0.0,0.0
2024-04-01,734,66,1,0.0,0.0
2024-04-01,736,67,1,0.0,0.0
2024-04-01,737,76,2,0.0,0.0
2024-04-01,740,77,2,0.0,0.0
2024-04-01,743,78,2,0.0,0.0
2024-04-01,744,68,1,0.0,0.0
2024-04-01,745,69,1,0.0,0.0
2024-04-01,746,79,2,0.0,0.0
2024-04-01,747,80,2,0.0,0.0
2024-04-01,749,70,1,0.0,0.0
2024-04-01,752,71,1,1.0,10.116441587407408
2024-04-01,754,81,2,0.0,0.0
2024-04-01,755,72,1,0.0,0.0
2024-04-01,756,82,2,0.0,0.0
2024-04-01,757,83,2,0.0,0.0
2024-04-01,758,84,2,0.0,0.0
2024-04-01,759,73,1,0.0,0.0
2024-04-01,760,74,1,0.0,0.0
2024-04-01,762,85,2,0.0,0.0
2024-04-01,764,75,1,0.0,0.0
2024-04-01,765,76,1,0.0,0.0
2024-04-01,766,77,1,0.0,0.0
2024-04-01,767,86,2,0.0,0.0
2024-04-01,771,78,1,1.0,2.51980224
2024-04-01,773,87,2,0.0,0.0
2024-04-01,789,79,1,0.0,0.0
2024-04-01,790,80,1,0.0,0.0
2024-04-01,798,81,1,0.0,0.0
2024-04-01,800,88,2,0.0,0.0
2024-04-01,801,89,2,0.0,0.0
2024-04-01,802,82,1,0.0,0.0
2024-04-01,804,83,1,1.0,14.86922295
2024-04-01,810,90,2,0.0,0.0
2024-04-01,811,91,2,0.0,0.0
2024-04-01,813,84,1,1.0,3.96965742
2024-04-01,821,85,1,0.0,0.0
2024-04-01,828,86,1,3.0,15.36883942
2024-04-01,839,87,1,0.0,0.0
2024-04-01,855,88,1,3.0,11.4390192
2024-04-01,866,89,1,5.0,17.638671629999997
2024-04-01,868,90,1,0.0,0.0
2024-04-01,881,91,1,0.0,0.0
2024-04-02,500,0,2,3.0,12.80883615904762
2024-04-02,502,1,2,1.0,2.337110297142857
2024-04-02,503,2,2,2.0,7.457024397142858
2024-04-02,505,3,2,3.0,44.35616163750001
2024-04-02,507,0,1,1.0,8.468430108571427
2024-04-02,508,1,1,1.0,26.792623328260877
2024-04-02,509,4,2,1.0,1.4384774425
2024-04-02,510,5,2,0.0,0.0
2024-04-02,513,2,1,1.0,6.09552559
2024-04-02,514,3,1,1.0,9.896979367142857
2024-04-02,515,6,2,1.0,19.8596609
2024-04-02,516,4,1,0.0,0.0
2024-04-02,518,7,2,1.0,15.229186914444444
2024-04-02,519,8,2,3.0,14.724063344285716
2024-04-02,520,9,2,0.0,0.0
2024-04-02,521,10,2,1.0,15.91754233
2024-04-02,522,5,1,0.0,0.0
2024-04-02,523,11,2,2.0,6.5756058657142855
2024-04-02,525,12,2,1.0,1.4185522085714284
2024-04-02,526,6,1,0.0,0.0
2024-04-02,527,13,2,2.0,23.77159301
2024-04-02,529,14,2,9.0,17.61771857
2024-04-02,530,7,1,1.0,3.898509258571429
2024-04-02,531,8,1,0.0,0.0
2024-04-02,532,9,1,3.0,12.72323366
2024-04-02,535,10,1,13.0,40.12310618642857
2024-04-02,536,15,2,0.0,0.0
2024-04-02,537,16,2,1.0,1.9166363566666669
2024-04-02,538,17,2,1.0,15.376910097142858
2024-04-02,539,18,2,6.0,17.71432432432433
2024-04-02,540,19,2,5.0,5.03806854
2024-04-02,541,20,2,0.0,0.0
2024-04-02,542,11,1,0.0,0.0
2024-04-02,543,21,2,1.0,4.547739239999999
2024-04-02,544,22,2,8.0,23.042217880000003
2024-04-02,545,23,2,2.0,5.228810778888889
2024-04-02,546,12,1,2.0,8.329384222857142
2024-04-02,547,13,1,0.0,0.0
2024-04-02,549,14,1,0.0,0.0
2024-04-02,550,24,2,1.0,4.739368584444445
2024-04-02,551,15,1,0.0,0.0
2024-04-02,552,25,2,0.0,0.0
2024-04-02,553,16,1,0.0,0.0
2024-04-02,554,26,2,0.0,0.0
2024-04-02,555,17,1,1.0,8.257049507142858
2024-04-02,556,27,2,4.0,22.32103282
2024-04-02,557,18,1,1.0,4.599212369285714
2024-04-02,558,19,1,0.0,0.0
2024-04-02,559,28,2,2.0,1.4766422466666669
2024-04-02,561,20,1,1.0,26.133648794054054
2024-04-02,563,21,1,6.0,13.49355326
2024-04-02,564,29,2,1.0,3.61994302
2024-04-02,565,30,2,0.0,0.0
2024-04-02,566,22,1,0.0,0.0
2024-04-02,567,31,2,7.0,17.481545876825397
2024-04-02,569,23,1,1.0,1.24029847
2024-04-02,570,32,2,10.0,8.677510287619047
2024-04-02,571,24,1,0.0,0.0
2024-04-02,573,25,1,3.0,6.080854539999999
2024-04-02,574,33,2,3.0,4.289082284782609
2024-04-02,575,34,2,0.0,0.0
2024-04-02,576,35,2,0.0,0.0
2024-04-02,577,36,2,6.0,127.9880961695652
2024-04-02,581,26,1,0.0,0.0
2024-04-02,582,27,1,0.0,0.0
2024-04-02,583,37,2,0.0,0.0
2024-04-02,584,28,1,1.0,8.86025431
2024-04-02,588,29,1,0.0,0.0
2024-04-02,592,38,2,1.0,4.483984774054054
2024-04-02,596,30,1,0.0,0.0
2024-04-02,597,39,2,0.0,0.0
2024-04-02,598,40,2,1.0,0.7133215533333334
2024-04-02,600,31,1,0.0,0.0
2024-04-02,603,41,2,0.0,0.0
2024-04-02,604,42,2,2.0,8.203963629999999
2024-04-02,605,43,2,1.0,4.71834017263158
2024-04-02,606,44,2,1.0,3.06794856
2024-04-02,609,45,2,4.0,29.90949931
2024-04-02,610,32,1,0.0,0.0
2024-04-02,611,46,2,0.0,0.0
2024-04-02,612,47,2,2.0,13.603170374285714
2024-04-02,616,33,1,8.0,16.432034662966508
2024-04-02,617,48,2,3.0,23.71597656636364
2024-04-02,619,34,1,1.0,5.42690838
2024-04-02,622,49,2,3.0,54.85251942285714
2024-04-02,624,50,2,0.0,0.0
2024-04-02,625,35,1,0.0,0.0
2024-04-02,626,36,1,0.0,0.0
2024-04-02,627,51,2,1.0,1.96897073
2024-04-02,628,37,1,0.0,0.0
2024-04-02,630,38,1,4.0,0.392
2024-04-02,631,39,1,1.0,0.44699463
2024-04-02,632,52,2,0.0,0.0
2024-04-02,633,40,1,0.0,0.0
2024-04-02,634,41,1,1.0,2.3964713840963854
2024-04-02,636,53,2,1.0,11.556312744096386
2024-04-02,637,42,1,1.0,0.075
2024-04-02,638,54,2,1.0,2.05696675
2024-04-02,639,55,2,0.0,0.0
2024-04-02,640,56,2,3.0,27.69256203285714
2024-04-02,641,43,1,4.0,50.32534450638554
2024-04-02,642,44,1,2.0,3.838519648571429
2024-04-02,643,57,2,0.0,0.0
2024-04-02,644,45,1,0.0,0.0
2024-04-02,647,58,2,0.0,0.0
2024-04-02,648,46,1,5.0,16.07974316
2024-04-02,649,59,2,1.0,3.39594354
2024-04-02,650,47,1,7.0,28.47273849
2024-04-02,651,60,2,0.0,0.0
2024-04-02,652,61,2,1.0,11.99979321
2024-04-02,656,48,1,5.0,8.86020394027027
2024-04-02,657,49,1,0.0,0.0
2024-04-02,658,62,2,0.0,0.0
2024-04-02,659,63,2,2.0,31.898092048571428
2024-04-02,661,64,2,0.0,0.0
2024-04-02,662,50,1,0.0,0.0
2024-04-02,669,51,1,3.0,18.30615286636364
2024-04-02,670,65,2,0.0,0.0
2024-04-02,671,52,1,7.0,18.679311905789472
2024-04-02,673,53,1,1.0,1.4979757500000002
2024-04-02,675,66,2,0.0,0.0
2024-04-02,676,54,1,0.0,0.0
2024-04-02,678,55,1,5.0,7.611977623157895
2024-04-02,679,67,2,2.0,7.94986491
2024-04-02,682,68,2,1.0,3.4249419800000003
2024-04-02,686,56,1,1.0,0.4840540540540541
2024-04-02,687,57,1,0.0,0.0
2024-04-02,691,58,1,2.0,0.196
2024-04-02,692,59,1,1.0,2.696466194096385
2024-04-02,693,69,2,0.0,0.0
2024-04-02,698,70,2,1.0,8.0379406
2024-04-02,702,71,2,0.0,0.0
2024-04-02,705,60,1,2.0,3.9508564409090905
2024-04-02,709,61,1,1.0,0.3965060240963855
2024-04-02,710,72,2,1.0,1.3633120333333333
2024-04-02,711,73,2,1.0,1.46797627
2024-04-02,716,62,1,1.0,7.794194614285715
2024-04-02,717,74,2,1.0,1.02698459
2024-04-02,718,63,1,2.0,19.426599296666662
2024-04-02,722,75,2,3.0,5.59990613
2024-04-02,724,64,1,0.0,0.0
2024-04-02,725,65,1,2.0,7.489999999999999
2024-04-02,734,66,1,1.0,2.20499377
2024-04-02,736,67,1,2.0,1.9399761
2024-04-02,737,76,2,0.0,0.0
2024-04-02,740,77,2,0.0,0.0
2024-04-02,743,78,2,0.0,0.0
2024-04-02,744,68,1,3.0,41.91942277
2024-04-02,745,69,1,0.0,0.0
2024-04-02,746,79,2,0.0,0.0
2024-04-02,747,80,2,1.0,1.33999117
2024-04-02,749,70,1,0.0,0.0
2024-04-02,752,71,1,0.0,0.0
2024-04-02,754,81,2,0.0,0.0
2024-04-02,755,72,1,0.0,0.0
2024-04-02,756,82,2,0.0,0.0
2024-04-02,757,83,2,5.0,8.391317041428572
2024-04-02,758,84,2,0.0,0.0
2024-04-02,759,73,1,0.0,0.0
2024-04-02,760,74,1,0.0,0.0
2024-04-02,762,85,2,0.0,0.0
2024-04-02,764,75,1,0.0,0.0
2024-04-02,765,76,1,4.0,4.046024096385542
2024-04-02,766,77,1,0.0,0.0
2024-04-02,767,86,2,0.0,0.0
2024-04-02,771,78,1,0.0,0.0
2024-04-02,773,87,2,0.0,0.0
2024-04-02,789,79,1,2.0,1.9
2024-04-02,790,80,1,7.0,12.359785939999998
2024-04-02,798,81,1,0.0,0.0
2024-04-02,800,88,2,1.0,6.368725670493827
2024-04-02,801,89,2,0.0,0.0
2024-04-02,802,82,1,0.0,0.0
2024-04-02,804,83,1,4.0,8.905189661975308
2024-04-02,810,90,2,9.0,6.687699597747748
2024-04-02,811,91,2,3.0,7.60112582
2024-04-02,813,84,1,1.0,2.638790270493827
2024-04-02,821,85,1,0.0,0.0
2024-04-02,828,86,1,3.0,11.68630552148148
2024-04-02,839,87,1,3.0,45.33070948
2024-04-02,855,88,1,0.0,0.0
2024-04-02,866,89,1,3.0,16.72621823148148
2024-04-02,868,90,1,0.0,0.0
2024-04-02,881,91,1,4.0,8.322493162625483
2024-04-03,500,0,2,4.0,25.879062999999995
2024-04-03,502,1,2,0.0,0.0
2024-04-03,503,2,2,0.0,0.0
2024-04-03,505,3,2,5.0,37.77384348
2024-04-03,507,0,1,2.0,5.53909722
2024-04-03,508,1,1,2.0,23.52616562
2024-04-03,509,4,2,1.0,1.56474497
2024-04-03,510,5,2,0.0,0.0
2024-04-03,513,2,1,1.0,6.06901085
2024-04-03,514,3,1,3.0,11.6980934
2024-04-03,515,6,2,5.0,20.5674872
2024-04-03,516,4,1,0.0,0.0
2024-04-03,518,7,2,5.0,15.27751002
2024-04-03,519,8,2,1.0,8.62859368
2024-04-03,520,9,2,1.0,4.90919988
2024-04-03,521,10,2,2.0,10.69825636
2024-04-03,522,5,1,1.0,7.140000000000001
2024-04-03,523,11,2,2.0,4.21931232
2024-04-03,525,12,2,1.0,1.53974905
2024-04-03,526,6,1,0.0,0.0
2024-04-03,527,13,2,2.0,21.27732262
2024-04-03,529,14,2,1.0,9.85839324
2024-04-03,530,7,1,5.0,3.80937913
2024-04-03,531,8,1,0.0,0.0
2024-04-03,532,9,1,1.0,12.34798748
2024-04-03,535,10,1,8.0,9.379804581333334
2024-04-03,536,15,2,4.0,2.85953394
2024-04-03,537,16,2,1.0,3.02950624
2024-04-03,538,17,2,1.0,6.64891634
2024-04-03,539,18,2,6.0,10.12
2024-04-03,540,19,2,2.0,2.19964149
2024-04-03,541,20,2,1.0,3.4494378
2024-04-03,542,11,1,0.0,0.0
2024-04-03,543,21,2,2.0,3.82937587
2024-04-03,544,22,2,4.0,27.53668708
2024-04-03,545,23,2,1.0,2.51958935
2024-04-03,546,12,1,4.0,7.80904996
2024-04-03,547,13,1,1.0,4.40928136
2024-04-03,549,14,1,0.0,0.0
2024-04-03,550,24,2,0.0,0.0
2024-04-03,551,15,1,0.0,0.0
2024-04-03,552,25,2,0.0,0.0
2024-04-03,553,16,1,0.0,0.0
2024-04-03,554,26,2,0.0,0.0
2024-04-03,555,17,1,3.0,5.18915425
2024-04-03,556,27,2,7.0,13.74808037
2024-04-03,557,18,1,2.0,5.94903041
2024-04-03,558,19,1,1.0,0.72988104
2024-04-03,559,28,2,0.0,0.0
2024-04-03,561,20,1,6.0,40.5772444
2024-04-03,563,21,1,2.0,9.69841932
2024-04-03,564,29,2,0.0,0.0
2024-04-03,565,30,2,0.0,0.0
2024-04-03,566,22,1,0.0,0.0
2024-04-03,567,31,2,2.0,13.42781149
2024-04-03,569,23,1,0.0,0.0
2024-04-03,570,32,2,4.0,5.69907115
2024-04-03,571,24,1,4.0,12.60794511
2024-04-03,573,25,1,11.0,3.2594687600000003
2024-04-03,574,33,2,0.0,0.0
2024-04-03,575,34,2,0.0,0.0
2024-04-03,576,35,2,1.0,3.47943291
2024-04-03,577,36,2,0.0,0.0
2024-04-03,581,26,1,0.0,0.0
2024-04-03,582,27,1,0.0,0.0
2024-04-03,583,37,2,0.0,0.0
2024-04-03,584,28,1,0.0,0.0
2024-04-03,588,29,1,0.0,0.0
2024-04-03,592,38,2,1.0,2.9095258
2024-04-03,596,30,1,0.0,0.0
2024-04-03,597,39,2,0.0,0.0
2024-04-03,598,40,2,0.0,0.0
2024-04-03,600,31,1,1.0,3.56970179
2024-04-03,603,41,2,1.0,1.36977675
2024-04-03,604,42,2,1.0,1.01983378
2024-04-03,605,43,2,1.0,3.86936936
2024-04-03,606,44,2,0.0,0.0
2024-04-03,609,45,2,5.0,18.10704885
2024-04-03,610,32,1,0.0,0.0
2024-04-03,611,46,2,0.0,0.0
2024-04-03,612,47,2,0.0,0.0
2024-04-03,616,33,1,7.0,26.25377357181818
2024-04-03,617,48,2,0.0,0.0
2024-04-03,619,34,1,1.0,3.42944106
2024-04-03,622,49,2,0.0,0.0
2024-04-03,624,50,2,3.0,0.78987126
2024-04-03,625,35,1,1.0,5.92903366
2024-04-03,626,36,1,0.0,0.0
2024-04-03,627,51,2,0.0,0.0
2024-04-03,628,37,1,1.0,0.7098843
2024-04-03,630,38,1,1.0,0.0
2024-04-03,631,39,1,0.0,0.0
2024-04-03,632,52,2,2.0,1.72971808
2024-04-03,633,40,1,0.0,0.0
2024-04-03,634,41,1,0.0,0.0
2024-04-03,636,53,2,0.0,0.0
2024-04-03,637,42,1,0.0,0.0
2024-04-03,638,54,2,0.0,0.0
2024-04-03,639,55,2,1.0,0.187469445
2024-04-03,640,56,2,1.0,13.46842095
2024-04-03,641,43,1,7.0,35.6148196
2024-04-03,642,44,1,0.0,0.0
2024-04-03,643,57,2,0.0,0.0
2024-04-03,644,45,1,1.0,0.50991689
2024-04-03,647,58,2,0.0,0.0
2024-04-03,648,46,1,2.0,3.34945409
2024-04-03,649,59,2,0.0,0.0
2024-04-03,650,47,1,1.0,15.25807222
2024-04-03,651,60,2,0.0,0.0
2024-04-03,652,61,2,1.0,8.51861161
2024-04-03,656,48,1,0.0,0.0
2024-04-03,657,49,1,0.0,0.0
2024-04-03,658,62,2,0.0,0.0
2024-04-03,659,63,2,3.0,37.58667405
2024-04-03,661,64,2,0.0,0.0
2024-04-03,662,50,1,0.0,0.0
2024-04-03,669,51,1,6.0,8.97853665
2024-04-03,670,65,2,0.0,0.0
2024-04-03,671,52,1,3.0,7.32880553
2024-04-03,673,53,1,0.0,0.0
2024-04-03,675,66,2,1.0,4.50926506
2024-04-03,676,54,1,1.0,1.01983378
2024-04-03,678,55,1,1.0,4.31929603
2024-04-03,679,67,2,1.0,18.44911351
2024-04-03,682,68,2,0.0,0.0
2024-04-03,686,56,1,0.0,0.0
2024-04-03,687,57,1,1.0,0.0
2024-04-03,691,58,1,0.0,0.0
2024-04-03,692,59,1,0.0,0.0
2024-04-03,693,69,2,1.0,5.85904507
2024-04-03,698,70,2,0.0,0.0
2024-04-03,702,71,2,0.0,0.0
2024-04-03,705,60,1,2.0,1.32978327
2024-04-03,709,61,1,0.0,0.0
2024-04-03,710,72,2,0.0,0.0
2024-04-03,711,73,2,0.0,0.0
2024-04-03,716,62,1,1.0,21.90871916
2024-04-03,717,74,2,0.0,0.0
2024-04-03,718,63,1,2.0,9.15955187
2024-04-03,722,75,2,2.0,2.01967083
2024-04-03,724,64,1,0.0,0.0
2024-04-03,725,65,1,0.0,0.0
2024-04-03,734,66,1,0.0,0.0
2024-04-03,736,67,1,0.0,0.0
2024-04-03,737,76,2,0.0,0.0
2024-04-03,740,77,2,0.0,0.0
2024-04-03,743,78,2,0.0,0.0
2024-04-03,744,68,1,2.0,22.89626828
2024-04-03,745,69,1,0.0,0.0
2024-04-03,746,79,2,0.0,0.0
2024-04-03,747,80,2,0.0,0.0
2024-04-03,749,70,1,0.0,0.0
2024-04-03,752,71,1,0.0,0.0
2024-04-03,754,81,2,0.0,0.0
2024-04-03,755,72,1,0.0,0.0
2024-04-03,756,82,2,0.0,0.0
2024-04-03,757,83,2,1.0,11.83886908
2024-04-03,758,84,2,1.0,0.0
2024-04-03,759,73,1,0.0,0.0
2024-04-03,760,74,1,0.0,0.0
2024-04-03,762,85,2,1.0,2.72955513
2024-04-03,764,75,1,0.0,0.0
2024-04-03,765,76,1,0.0,0.0
2024-04-03,766,77,1,1.0,0.17997067
2024-04-03,767,86,2,0.0,0.0
2024-04-03,771,78,1,0.0,0.0
2024-04-03,773,87,2,0.0,0.0
2024-04-03,789,79,1,1.0,0.0
2024-04-03,790,80,1,4.0,7.19882671
2024-04-03,798,81,1,0.0,0.0
2024-04-03,800,88,2,2.0,2.68956165
2024-04-03,801,89,2,0.0,0.0
2024-04-03,802,82,1,0.0,0.0
2024-04-03,804,83,1,0.0,0.0
2024-04-03,810,90,2,1.0,3.91936121
2024-04-03,811,91,2,1.0,6.98886093
2024-04-03,813,84,1,3.0,3.39944595
2024-04-03,821,85,1,0.0,0.0
2024-04-03,828,86,1,0.0,0.0
2024-04-03,839,87,1,3.0,26.97560342
2024-04-03,855,88,1,3.0,8.54900107
2024-04-03,866,89,1,2.0,10.43829873
2024-04-03,868,90,1,1.0,1.60973764
2024-04-03,881,91,1,2.0,7.07884626
2024-04-04,500,0,2,1.0,12.53425242
2024-04-04,502,1,2,0.0,0.0
2024-04-04,503,2,2,2.0,8.36949396
2024-04-04,505,3,2,3.0,69.64791483714286
2024-04-04,507,0,1,1.0,9.96437861
2024-04-04,508,1,1,3.0,38.27142561307692
2024-04-04,509,4,2,2.0,8.036443606666667
2024-04-04,510,5,2,18.0,4.348181818181818
2024-04-04,513,2,1,0.0,0.0
2024-04-04,514,3,1,0.0,0.0
2024-04-04,515,6,2,6.0,20.23678954181818
2024-04-04,516,4,1,0.0,0.0
2024-04-04,518,7,2,2.0,15.190761026666667
2024-04-04,519,8,2,1.0,10.30561013
2024-04-04,520,9,2,1.0,4.25474252
2024-04-04,521,10,2,1.0,18.47885983
2024-04-04,522,5,1,1.0,8.785
2024-04-04,523,11,2,0.0,0.0
2024-04-04,525,12,2,1.0,1.86489484
2024-04-04,526,6,1,0.0,0.0
2024-04-04,527,13,2,2.0,25.345110956666662
2024-04-04,529,14,2,1.0,11.88736267
2024-04-04,530,7,1,1.0,3.26480562
2024-04-04,531,8,1,0.0,0.0
2024-04-04,532,9,1,2.0,19.442247563953487
2024-04-04,535,10,1,3.0,15.483400768363635
2024-04-04,536,15,2,0.0,0.0
2024-04-04,537,16,2,3.0,2.7498597900000004
2024-04-04,538,17,2,1.0,12.675856106976743
2024-04-04,539,18,2,10.0,21.155882352941177
2024-04-04,540,19,2,3.0,6.121823557142856
2024-04-04,541,20,2,1.0,6.01762462
2024-04-04,542,11,1,1.0,8.604914095454545
2024-04-04,543,21,2,2.0,8.530243486666667
2024-04-04,544,22,2,2.0,19.39644899
2024-04-04,545,23,2,0.0,0.0
2024-04-04,546,12,1,1.0,7.31580069
2024-04-04,547,13,1,3.0,5.736022026363636
2024-04-04,549,14,1,0.0,0.0
2024-04-04,550,24,2,0.0,0.0
2024-04-04,551,15,1,1.0,4.110475925714286
2024-04-04,552,25,2,0.0,0.0
2024-04-04,553,16,1,1.0,1.6906301557142858
2024-04-04,554,26,2,0.0,0.0
2024-04-04,555,17,1,3.0,6.359586730930233
2024-04-04,556,27,2,5.0,34.17306759
2024-04-04,557,18,1,2.0,10.24336905
2024-04-04,558,19,1,1.0,0.9554016454545456
2024-04-04,559,28,2,0.0,0.0
2024-04-04,561,20,1,2.0,29.16966473058824
2024-04-04,563,21,1,3.0,15.701212997142855
2024-04-04,564,29,2,1.0,2.86982537
2024-04-04,565,30,2,0.0,0.0
2024-04-04,566,22,1,0.0,0.0
2024-04-04,567,31,2,2.0,19.875864763333333
2024-04-04,569,23,1,0.0,0.0
2024-04-04,570,32,2,2.0,6.09214565
2024-04-04,571,24,1,5.0,18.237103096470587
2024-04-04,573,25,1,7.0,8.163878047499999
2024-04-04,574,33,2,1.0,3.337545087692308
2024-04-04,575,34,2,2.0,5.945499373333334
2024-04-04,576,35,2,0.0,0.0
2024-04-04,577,36,2,0.0,0.0
2024-04-04,581,26,1,0.0,0.0
2024-04-04,582,27,1,0.0,0.0
2024-04-04,583,37,2,0.0,0.0
2024-04-04,584,28,1,0.0,0.0
2024-04-04,588,29,1,4.0,7.29011228047619
2024-04-04,592,38,2,1.0,4.875307815294118
2024-04-04,596,30,1,0.0,0.0
2024-04-04,597,39,2,0.0,0.0
2024-04-04,598,40,2,0.0,0.0
2024-04-04,600,31,1,0.0,0.0
2024-04-04,603,41,2,0.0,0.0
2024-04-04,604,42,2,0.0,0.0
2024-04-04,605,43,2,3.0,4.501725949999999
2024-04-04,606,44,2,1.0,1.06193818
