date,geo,pair,assignment,response,cost
2020-01-02,97,32,2,35827.54297,402.1672845
2020-01-02,98,33,2,64034.35918,710.5769198
2020-01-02,102,29,1,21897.08232,278.8233333
2020-01-02,103,30,1,48406.56831,582.2785147
2020-01-02,108,31,1,34730.84693,455.6771395
2020-01-02,110,32,1,122198.8377,1510.631294
2020-01-02,111,34,2,93492.22478,1083.947026
2020-01-02,114,35,2,22004.11837,254.7116953
2020-01-02,115,36,2,53925.67033,716.4716116
2020-01-02,118,37,2,28891.18686,320.6235943
2020-01-02,119,33,1,27200.22489,312.6549498
2020-01-02,120,38,2,71274.04587,861.7155125
2020-01-02,121,34,1,86994.28291,956.9800783
2020-01-02,122,39,2,27493.73612,309.6689729
2020-01-02,123,40,2,14759.69141,159.4874652
2020-01-02,124,35,1,24604.22052,272.758382
2020-01-02,125,36,1,100829.1498,1219.160722
2020-01-02,127,41,2,11286.27093,195.3793925
2020-01-02,128,42,2,116030.9632,1179.497171
2020-01-02,129,37,1,22104.12261,320.9041412
2020-01-02,130,43,2,27226.54632,291.4860719
2020-01-02,133,44,2,12938.16427,231.5881056
2020-01-02,135,38,1,11583.9359,128.6842281
2020-01-02,136,45,2,27149.68139,316.5297121
2020-01-02,138,39,1,74037.97054,868.0700371
2020-01-02,139,40,1,11669.8059,159.1156949
2020-01-02,140,46,2,130437.6968,1447.069388
2020-01-02,141,47,2,44915.58882,593.1873966
2020-01-02,142,41,1,10414.94315,210.8283073
2020-01-02,144,48,2,89226.26265,944.7363077
2020-01-02,145,42,1,54290.21586,702.2130765
2020-01-02,146,43,1,39438.54952,425.9049905
2020-01-02,149,44,1,31476.38732,388.8116917
2020-01-02,150,49,2,16631.82812,174.6453949
2020-01-02,151,50,2,124290.2289,1350.994798
2020-01-02,152,51,2,66710.26178,734.4784736
2020-01-02,153,52,2,19417.60986,248.9370566
2020-01-02,154,45,1,53782.91612,630.7957089
2020-01-02,155,46,1,47750.35511,493.0098731
2020-01-02,157,53,2,34574.8366,401.6457303
2020-01-02,159,54,2,122139.2049,1408.717601
2020-01-02,161,55,2,10654.68268,125.3761849
2020-01-02,163,47,1,50428.36674,630.161842
2020-01-02,164,48,1,13547.62533,145.8406711
2020-01-02,166,49,1,85012.67076,935.2724029
2020-01-02,168,56,2,197147.1063,2160.621408
2020-01-02,169,50,1,60642.5508,709.5380076
2020-01-02,171,57,2,38642.86423,460.6076001
2020-01-02,172,58,2,31049.63916,410.1157257
2020-01-02,174,51,1,27522.80687,347.8132123
2020-01-02,175,59,2,37964.34073,438.2373828
2020-01-02,177,52,1,43982.85299,456.3447706
2020-01-02,180,53,1,36344.57811,489.3611033
2020-01-02,181,54,1,45130.91875,484.2011779
2020-01-02,183,60,2,12954.85012,143.6353437
2020-01-02,184,55,1,41996.05366,513.758365
2020-01-02,186,56,1,47390.75132,561.707918
2020-01-02,188,57,1,82708.16141,888.6407698
2020-01-02,189,61,2,88310.55637,911.6104829
2020-01-02,190,58,1,30657.29736,388.1687519
2020-01-02,191,62,2,128589.5,1368.540002
2020-01-02,192,59,1,64490.67187,744.3388134
2020-01-02,193,60,1,32102.08519,344.996588
2020-01-02,197,61,1,35410.20707,402.1672845
2020-01-02,198,62,1,63919.24598,710.5769198
2020-01-03,2,0,2,21943.13842,237.8676245
2020-01-03,3,1,2,48408.61108,579.013566
2020-01-03,8,2,2,35111.08036,355.9413945
2020-01-03,10,3,2,123035.0099,1328.965729
2020-01-03,11,0,1,92284.88239,1068.056864
2020-01-03,14,1,1,21440.76074,249.4663177
2020-01-03,15,2,1,54611.52283,706.2456329
2020-01-03,18,3,1,29088.41426,339.7085569
2020-01-03,19,4,2,26656.13259,364.799084
2020-01-03,20,4,1,71061.46671,927.7332095
2020-01-03,21,5,2,86961.59509,947.9090228
2020-01-03,22,5,1,27232.14778,317.5652854
2020-01-03,23,6,1,14513.21615,161.122517
2020-01-03,24,6,2,23570.88851,290.588194
2020-01-03,25,7,2,100798.7981,1253.385394
2020-01-03,27,7,1,11413.78434,118.5693735
2020-01-03,28,8,1,112439.9478,1205.205734
2020-01-03,29,8,2,22030.44501,241.8120244
2020-01-03,30,9,1,26647.80368,337.3212532
2020-01-03,33,10,1,12809.33546,147.7848686
2020-01-03,35,9,2,11898.80189,126.4807659
2020-01-03,36,11,1,26161.33939,309.6766995
2020-01-03,38,10,2,74283.58955,945.0426159
2020-01-03,39,11,2,11654.40912,143.3845436
2020-01-03,40,12,1,129932.306,1448.625152
2020-01-03,41,13,1,45275.86855,535.9638158
2020-01-03,42,12,2,10296.58541,146.1572552
2020-01-03,44,14,1,90056.96032,929.9820982
2020-01-03,45,13,2,53713.89185,611.1291774
2020-01-03,46,14,2,38386.46369,469.1001941
2020-01-03,49,15,2,32537.95299,400.5111009
2020-01-03,50,15,1,16816.13375,198.4051723
2020-01-03,51,16,1,120978.0317,1277.687956
2020-01-03,52,17,1,68154.22691,761.3582191
2020-01-03,53,18,1,18814.01032,240.2975732
2020-01-03,54,16,2,54989.21176,580.5107883
2020-01-03,55,17,2,47600.18892,539.9777308
2020-01-03,57,19,1,34777.73862,368.4609208
2020-01-03,59,20,1,119710.4392,1294.182665
2020-01-03,61,21,1,10844.00967,156.9974101
2020-01-03,63,18,2,49691.42305,584.0803692
2020-01-03,64,19,2,13873.45426,170.4612199
2020-01-03,66,20,2,83401.44956,1015.778379
2020-01-03,68,22,1,194497.5837,2099.150123
2020-01-03,69,21,2,60803.54437,649.1732277
2020-01-03,71,23,1,38004.31096,547.1182787
2020-01-03,72,24,1,30548.82821,482.1306088
2020-01-03,74,22,2,27528.74747,357.9741295
2020-01-03,75,25,1,38546.47639,468.1065206
2020-01-03,77,23,2,43705.11637,462.3001438
2020-01-03,80,24,2,36382.99139,418.3003817
2020-01-03,81,25,2,44337.01604,542.6185901
2020-01-03,83,26,1,12949.35444,195.1655505
2020-01-03,84,26,2,42190.97268,458.8302475
2020-01-03,86,27,2,47376.21199,625.614873
2020-01-03,88,28,2,82335.66898,945.9282324
2020-01-03,89,27,1,89557.44799,1175.340576
2020-01-03,90,29,2,31594.01775,390.5731361
2020-01-03,91,28,1,129212.91,1421.385835
2020-01-03,92,30,2,65609.7535,764.7606494
2020-01-03,93,31,2,32832.84024,386.385992
2020-01-03,97,32,2,35429.55712,428.1795809
2020-01-03,98,33,2,63565.84113,748.3454552
2020-01-03,102,29,1,22326.95081,237.8676245
2020-01-03,103,30,1,48660.32984,579.013566
2020-01-03,108,31,1,35579.16928,355.9413945
2020-01-03,110,32,1,122513.1692,1328.965729
2020-01-03,111,34,2,93904.5797,1068.056864
2020-01-03,114,35,2,21768.97611,249.4663177
2020-01-03,115,36,2,55725.43072,706.2456329
2020-01-03,118,37,2,29098.31059,339.7085569
2020-01-03,119,33,1,26820.14927,364.799084
2020-01-03,120,38,2,71808.1579,927.7332095
2020-01-03,121,34,1,87736.93182,947.9090228
2020-01-03,122,39,2,27539.28549,317.5652854
2020-01-03,123,40,2,14234.38382,161.122517
2020-01-03,124,35,1,23361.5948,290.588194
2020-01-03,125,36,1,99750.67075,1253.385394
2020-01-03,127,41,2,11246.83033,118.5693735
2020-01-03,128,42,2,111450.6828,1205.205734
2020-01-03,129,37,1,22388.37472,241.8120244
2020-01-03,130,43,2,26290.99216,337.3212532
2020-01-03,133,44,2,12764.84255,147.7848686
2020-01-03,135,38,1,11761.48678,126.4807659
2020-01-03,136,45,2,26542.02731,309.6766995
2020-01-03,138,39,1,73748.74171,945.0426159
2020-01-03,139,40,1,11670.87506,143.3845436
2020-01-03,140,46,2,128196.933,1448.625152
2020-01-03,141,47,2,44726.57925,535.9638158
2020-01-03,142,41,1,10389.28585,146.1572552
2020-01-03,144,48,2,90230.97254,929.9820982
2020-01-03,145,42,1,54508.54417,611.1291774
2020-01-03,146,43,1,37746.12169,469.1001941
2020-01-03,149,44,1,32676.78883,400.5111009
2020-01-03,150,49,2,16641.35746,198.4051723
2020-01-03,151,50,2,121234.4707,1277.687956
2020-01-03,152,51,2,69758.01279,761.3582191
2020-01-03,153,52,2,18885.38667,240.2975732
2020-01-03,154,45,1,54889.48139,580.5107883
2020-01-03,155,46,1,46521.72702,539.9777308
2020-01-03,157,53,2,34935.47222,368.4609208
2020-01-03,159,54,2,119070.33,1294.182665
2020-01-03,161,55,2,10597.81183,156.9974101
2020-01-03,163,47,1,49318.65657,584.0803692
2020-01-03,164,48,1,14163.40348,170.4612199
2020-01-03,166,49,1,82360.55433,1015.778379
2020-01-03,168,56,2,194933.2352,2099.150123
2020-01-03,169,50,1,60957.23449,649.1732277
2020-01-03,171,57,2,37968.7938,547.1182787
2020-01-03,172,58,2,30165.8987,482.1306088
2020-01-03,174,51,1,27514.73987,357.9741295
2020-01-03,175,59,2,38901.39052,468.1065206
2020-01-03,177,52,1,44169.82177,462.3001438
2020-01-03,180,53,1,36270.21943,418.3003817
2020-01-03,181,54,1,44698.1539,542.6185901
2020-01-03,183,60,2,12914.62531,195.1655505
2020-01-03,184,55,1,41857.65493,458.8302475
2020-01-03,186,56,1,47739.01541,625.614873
2020-01-03,188,57,1,82324.56447,945.9282324
2020-01-03,189,61,2,90530.93357,1175.340576
2020-01-03,190,58,1,31646.6939,390.5731361
2020-01-03,191,62,2,127713.7547,1421.385835
2020-01-03,192,59,1,65406.42381,764.7606494
2020-01-03,193,60,1,33248.48235,386.385992
2020-01-03,197,61,1,35919.59393,428.1795809
2020-01-03,198,62,1,62899.14655,748.3454552
2020-01-04,2,0,2,22346.54546,233.3304317
2020-01-04,3,1,2,47908.52426,500.4523924
2020-01-04,8,2,2,35225.42598,409.6317321
2020-01-04,10,3,2,123029.9028,1325.606103
2020-01-04,11,0,1,89907.47332,1160.044977
2020-01-04,14,1,1,21434.92279,264.1584447
2020-01-04,15,2,1,54301.81143,657.920116
2020-01-04,18,3,1,28517.90269,352.7293321
2020-01-04,19,4,2,26338.28983,303.2598336
2020-01-04,20,4,1,70607.59689,797.7817988
2020-01-04,21,5,2,86847.95409,895.1069118
2020-01-04,22,5,1,26932.12119,306.0863296
2020-01-04,23,6,1,14726.80235,191.1863761
2020-01-04,24,6,2,23607.70226,265.0923416
2020-01-04,25,7,2,100733.9424,1148.054405
2020-01-04,27,7,1,11167.92486,143.2166026
2020-01-04,28,8,1,111357.6397,1233.76075
2020-01-04,29,8,2,21536.36544,336.5752029
2020-01-04,30,9,1,26081.1813,275.293785
2020-01-04,33,10,1,12862.61203,190.2938228
2020-01-04,35,9,2,11913.16329,135.146682
2020-01-04,36,11,1,26002.14699,311.8430482
2020-01-04,38,10,2,73585.45518,890.7795276
2020-01-04,39,11,2,11826.20391,170.8993238
2020-01-04,40,12,1,127776.1563,1438.136524
2020-01-04,41,13,1,45002.45248,620.3110046
2020-01-04,42,12,2,10375.47073,127.2974688
2020-01-04,44,14,1,89098.50479,969.198207
2020-01-04,45,13,2,53529.39379,601.0603411
2020-01-04,46,14,2,37524.93002,496.5930952
2020-01-04,49,15,2,32262.86014,383.3077166
2020-01-04,50,15,1,16679.11021,217.3973914
2020-01-04,51,16,1,119684.291,1317.887194
2020-01-04,52,17,1,67616.48042,808.3924499
2020-01-04,53,18,1,19019.52532,219.3740296
2020-01-04,54,16,2,55384.63916,567.9115646
2020-01-04,55,17,2,47290.3126,564.6344432
2020-01-04,57,19,1,34361.26773,369.1556141
2020-01-04,59,20,1,120322.1465,1234.954404
2020-01-04,61,21,1,10726.15634,152.6113083
2020-01-04,63,18,2,49388.88209,553.0026537
2020-01-04,64,19,2,14201.19083,171.9979965
2020-01-04,66,20,2,81942.6963,902.8529813
2020-01-04,68,22,1,190421.6151,2027.164214
2020-01-04,69,21,2,59416.59934,771.6059422
2020-01-04,71,23,1,37447.18445,398.8741038
2020-01-04,72,24,1,29835.63027,341.1652333
2020-01-04,74,22,2,27094.45414,334.7203274
2020-01-04,75,25,1,38568.80474,438.5986527
2020-01-04,77,23,2,42568.06515,454.3909628
2020-01-04,80,24,2,35758.3495,473.9834126
2020-01-04,81,25,2,43988.91337,582.438614
2020-01-04,83,26,1,12707.37807,250.9378888
2020-01-04,84,26,2,41475.57807,537.3588928
2020-01-04,86,27,2,47688.73046,586.204498
2020-01-04,88,28,2,81874.77887,1007.578891
2020-01-04,89,27,1,88688.20758,1084.447922
2020-01-04,90,29,2,31165.97358,327.2962917
2020-01-04,91,28,1,128216.0079,1401.272024
2020-01-04,92,30,2,64999.11275,730.6547456
2020-01-04,93,31,2,32376.79757,330.2254357
2020-01-04,97,32,2,35541.62587,357.5108585
2020-01-04,98,33,2,63018.30404,838.6500291
2020-01-04,102,29,1,22418.86719,233.3304317
2020-01-04,103,30,1,47363.88772,500.4523924
2020-01-04,108,31,1,35041.01465,409.6317321
2020-01-04,110,32,1,123437.7657,1325.606103
2020-01-04,111,34,2,88319.6577,1160.044977
2020-01-04,114,35,2,21911.61379,264.1584447
2020-01-04,115,36,2,53569.09068,657.920116
2020-01-04,118,37,2,28314.48383,352.7293321
2020-01-04,119,33,1,25914.57282,303.2598336
2020-01-04,120,38,2,71517.32447,797.7817988
2020-01-04,121,34,1,86251.41233,895.1069118
2020-01-04,122,39,2,26915.56755,306.0863296
2020-01-04,123,40,2,14691.10929,191.1863761
2020-01-04,124,35,1,23763.351,265.0923416
2020-01-04,125,36,1,99808.96239,1148.054405
2020-01-04,127,41,2,11501.10434,143.2166026
2020-01-04,128,42,2,109512.18,1233.76075
2020-01-04,129,37,1,21490.31874,336.5752029
2020-01-04,130,43,2,26221.11446,275.293785
2020-01-04,133,44,2,12807.42375,190.2938228
2020-01-04,135,38,1,11914.6615,135.146682
2020-01-04,136,45,2,26045.38785,311.8430482
2020-01-04,138,39,1,73264.23561,890.7795276
2020-01-04,139,40,1,11763.12845,170.8993238
2020-01-04,140,46,2,128532.9521,1438.136524
2020-01-04,141,47,2,44925.45966,620.3110046
2020-01-04,142,41,1,10337.23229,127.2974688
2020-01-04,144,48,2,86986.14104,969.198207
2020-01-04,145,42,1,53047.63243,601.0603411
2020-01-04,146,43,1,37428.84807,496.5930952
2020-01-04,149,44,1,32305.68383,383.3077166
2020-01-04,150,49,2,16416.66095,217.3973914
2020-01-04,151,50,2,120823.5314,1317.887194
2020-01-04,152,51,2,66282.3464,808.3924499
2020-01-04,153,52,2,18815.41168,219.3740296
2020-01-04,154,45,1,56270.25222,567.9115646
2020-01-04,155,46,1,47525.55994,564.6344432
2020-01-04,157,53,2,34355.5458,369.1556141
2020-01-04,159,54,2,121031.9968,1234.954404
2020-01-04,161,55,2,10603.53271,152.6113083
2020-01-04,163,47,1,49836.36108,553.0026537
2020-01-04,164,48,1,14743.67754,171.9979965
2020-01-04,166,49,1,81206.12396,902.8529813
2020-01-04,168,56,2,190126.1676,2027.164214
2020-01-04,169,50,1,58912.46889,771.6059422
2020-01-04,171,57,2,36724.2436,398.8741038
2020-01-04,172,58,2,29614.02225,341.1652333
2020-01-04,174,51,1,27324.53144,334.7203274
2020-01-04,175,59,2,39421.92214,438.5986527
2020-01-04,177,52,1,42556.71056,454.3909628
2020-01-04,180,53,1,35751.96989,473.9834126
2020-01-04,181,54,1,43320.78178,582.438614
2020-01-04,183,60,2,12628.14853,250.9378888
2020-01-04,184,55,1,41162.353,537.3588928
2020-01-04,186,56,1,47715.95003,586.204498
2020-01-04,188,57,1,80913.17527,1007.578891
2020-01-04,189,61,2,90194.16874,1084.447922
2020-01-04,190,58,1,30867.68407,327.2962917
2020-01-04,191,62,2,127662.9445,1401.272024
2020-01-04,192,59,1,65318.30902,730.6547456
2020-01-04,193,60,1,32697.38535,330.2254357
2020-01-04,197,61,1,35771.68877,357.5108585
2020-01-04,198,62,1,62698.39191,838.6500291
2020-01-05,2,0,2,22058.79397,226.35589
2020-01-05,3,1,2,47467.44692,482.6274396
2020-01-05,8,2,2,35097.67487,367.9205144
2020-01-05,10,3,2,121249.4786,1340.411663
2020-01-05,11,0,1,89346.17999,996.4720719
2020-01-05,14,1,1,21109.91771,241.6062303
2020-01-05,15,2,1,54213.06979,639.0862468
2020-01-05,18,3,1,28750.30984,356.4607116
2020-01-05,19,4,2,26302.90398,410.4659189
2020-01-05,20,4,1,70819.29391,924.0202807
2020-01-05,21,5,2,86393.39628,945.1022999
2020-01-05,22,5,1,26984.54795,295.0507677
2020-01-05,23,6,1,14590.03432,177.2362077
2020-01-05,24,6,2,23231.94018,233.5857648
2020-01-05,25,7,2,100274.1864,1172.011448
2020-01-05,27,7,1,11036.82928,142.5840423
2020-01-05,28,8,1,110137.3906,1229.75919
2020-01-05,29,8,2,21452.12486,278.4877735
2020-01-05,30,9,1,25655.00619,267.7861866
2020-01-05,33,10,1,12994.51833,135.7662307
2020-01-05,35,9,2,11711.72737,207.3694445
2020-01-05,36,11,1,26264.81469,383.0028534
2020-01-05,38,10,2,73905.54165,795.1307052
2020-01-05,39,11,2,11620.51927,135.0125034
2020-01-05,40,12,1,127081.536,1491.915182
2020-01-05,41,13,1,44784.88415,504.1754157
2020-01-05,42,12,2,10340.44083,139.450567
2020-01-05,44,14,1,88533.08036,935.7068521
2020-01-05,45,13,2,53992.56803,602.9393474
2020-01-05,46,14,2,37168.63521,436.3988844
2020-01-05,49,15,2,31790.64221,393.7418636
2020-01-05,50,15,1,16441.67301,186.8227805
2020-01-05,51,16,1,117242.1919,1348.726728
2020-01-05,52,17,1,66916.97506,712.5701905
2020-01-05,53,18,1,19048.24132,201.369598
2020-01-05,54,16,2,54240.86734,593.4481068
2020-01-05,55,17,2,47068.61783,540.4370411
2020-01-05,57,19,1,33944.27187,484.1435313
2020-01-05,59,20,1,118780.0108,1323.639202
2020-01-05,61,21,1,10641.42871,139.4452828
2020-01-05,63,18,2,49507.32078,577.2483582
2020-01-05,64,19,2,14118.02877,152.1410319
2020-01-05,66,20,2,81732.18227,1023.298055
2020-01-05,68,22,1,186587.4936,2033.792646
2020-01-05,69,21,2,59703.0488,815.2346774
2020-01-05,71,23,1,36776.95773,418.5122396
2020-01-05,72,24,1,29571.17664,374.5193366
2020-01-05,74,22,2,27014.57887,331.2938902
2020-01-05,75,25,1,38903.62757,431.7451104
2020-01-05,77,23,2,42192.59908,477.6380615
2020-01-05,80,24,2,35099.40408,354.8949231
2020-01-05,81,25,2,42837.3672,495.3864667
2020-01-05,83,26,1,12434.70506,190.9683601
2020-01-05,84,26,2,40834.83583,499.7175566
2020-01-05,86,27,2,47310.62473,502.9774184
2020-01-05,88,28,2,81451.10542,991.5454569
2020-01-05,89,27,1,89317.45321,1048.773398
